Date,Gender,Race,Age_at_Booking,Current_Age
2015-09-15,M,B,24,25
2015-09-15,M,B,21,21
2015-09-15,M,W,22,22
2015-09-15,M,B,23,23
2015-09-15,M,W,20,21
2015-09-15,M,B,24,24
2015-09-15,M,W,37,37
2015-09-15,M,B,17,18
2015-09-15,M,B,25,25
2015-09-15,M,A,35,35
2015-09-15,M,B,24,24
2015-09-15,M,B,52,52
2015-09-15,M,B,27,27
2015-09-15,M,W,39,39
2015-09-15,M,W,27,27
2015-09-15,M,W,25,26
2015-09-15,M,W,42,42
2015-09-15,M,B,37,37
2015-09-15,M,W,28,28
2015-09-15,M,B,31,31
2015-09-15,M,W,25,25
2015-09-15,M,W,32,32
2015-09-15,M,H,39,39
2015-09-15,M,W,62,62
2015-09-15,M,B,30,30
2015-09-15,M,B,17,17
2015-09-15,M,W,32,32
2015-09-15,M,W,15,15
2015-09-15,M,B,25,25
2015-09-15,M,W,42,42
2015-09-15,M,B,57,57
2015-09-15,M,B,19,19
2015-09-15,M,B,16,16
2015-09-15,M,W,36,39
2015-09-15,M,B,18,20
2015-09-15,M,B,56,59
2015-09-15,M,B,16,17
2015-09-15,M,W,27,28
2015-09-15,M,B,43,44
2015-09-15,M,B,19,20
2015-09-15,M,B,19,21
2015-09-15,M,W,22,23
2015-09-15,M,W,52,53
2015-09-15,M,B,24,25
2015-09-15,M,W,24,25
2015-09-15,M,B,21,22
2015-09-15,M,W,31,32
2015-09-15,M,B,19,20
2015-09-15,M,B,21,22
2015-09-15,M,W,24,25
2015-09-15,M,W,36,37
2015-09-15,M,W,36,37
2015-09-15,M,B,18,19
2015-09-15,M,B,20,21
2015-09-15,M,B,26,26
2015-09-15,M,B,20,21
2015-09-15,M,B,17,17
2015-09-15,M,W,44,45
2015-09-15,M,W,51,52
2015-09-15,M,B,20,21
2015-09-15,M,B,25,26
2015-09-15,M,W,55,56
2015-09-15,M,B,28,28
2015-09-15,M,B,33,34
2015-09-15,M,W,48,49
2015-09-15,M,B,40,40
2015-09-15,M,B,24,24
2015-09-15,M,B,17,17
2015-09-15,M,B,54,54
2015-09-15,M,W,23,24
2015-09-15,M,W,51,52
2015-09-15,M,W,46,46
2015-09-15,M,B,48,48
2015-09-15,M,W,29,29
2015-09-15,M,B,32,32
2015-09-15,M,B,17,18
2015-09-15,M,W,45,45
2015-09-15,M,W,64,64
2015-09-15,M,B,25,25
2015-09-15,M,W,35,35
2015-09-15,M,W,53,53
2015-09-15,M,W,20,20
2015-09-15,M,B,19,19
2015-09-15,M,B,44,44
2015-09-15,M,B,19,22
2015-09-15,M,U,35,37
2015-09-15,M,W,23,26
2015-09-15,M,W,19,22
2015-09-15,M,B,17,19
2015-09-15,M,B,26,28
2015-09-15,M,B,38,40
2015-09-15,M,B,19,21
2015-09-15,M,B,30,31
2015-09-15,M,B,19,21
2015-09-15,M,B,25,26
2015-09-15,M,B,28,29
2015-09-15,M,B,48,49
2015-09-15,M,B,43,44
2015-09-15,M,B,25,26
2015-09-15,M,B,27,28
2015-09-15,M,B,23,24
2015-09-15,M,B,24,25
2015-09-15,M,B,19,20
2015-09-15,M,B,45,46
2015-09-15,M,B,44,45
2015-09-15,M,B,17,18
2015-09-15,M,B,18,18
2015-09-15,M,U,32,32
2015-09-15,M,B,22,23
2015-09-15,M,B,25,26
2015-09-15,M,B,24,24
2015-09-15,M,B,30,30
2015-09-15,M,B,50,50
2015-09-15,M,B,37,38
2015-09-15,M,B,21,21
2015-09-15,M,B,24,24
2015-09-15,M,B,27,28
2015-09-15,M,B,22,23
2015-09-15,M,B,51,51
2015-09-15,M,U,29,29
2015-09-15,M,B,30,30
2015-09-15,M,B,23,23
2015-09-15,M,B,17,18
2015-09-15,M,B,26,27
2015-09-15,M,B,21,21
2015-09-15,M,B,18,18
2015-09-15,M,B,23,24
2015-09-15,M,B,25,25
2015-09-15,M,W,41,41
2015-09-15,M,B,26,27
2015-09-15,M,B,22,22
2015-09-15,M,B,23,23
2015-09-15,M,W,44,44
2015-09-15,M,B,19,19
2015-09-15,M,B,32,32
2015-09-15,M,B,31,31
2015-09-15,M,B,20,20
2015-09-15,M,B,21,21
2015-09-15,M,W,51,51
2015-09-15,M,W,57,57
2015-09-15,M,W,42,42
2015-09-15,M,B,23,23
2015-09-15,M,B,23,23
2015-09-15,M,B,33,33
2015-09-15,M,B,40,40
2015-09-15,M,W,32,32
2015-09-15,M,W,27,27
2015-09-15,M,W,29,29
2015-09-15,M,W,29,29
2015-09-15,M,B,22,22
2015-09-15,M,B,19,24
2015-09-15,M,B,23,27
2015-09-15,M,B,19,21
2015-09-15,M,B,38,39
2015-09-15,M,B,26,29
2015-09-15,M,B,28,30
2015-09-15,M,B,37,39
2015-09-15,M,B,38,40
2015-09-15,M,A,22,24
2015-09-15,M,B,19,21
2015-09-15,M,B,22,24
2015-09-15,M,B,38,39
2015-09-15,M,B,36,38
2015-09-15,M,B,19,20
2015-09-15,M,B,34,36
2015-09-15,M,B,15,16
2015-09-15,M,B,19,19
2015-09-15,M,B,23,25
2015-09-15,M,B,35,36
2015-09-15,M,B,35,36
2015-09-15,M,B,23,24
2015-09-15,M,B,18,19
2015-09-15,M,B,18,19
2015-09-15,M,B,23,24
2015-09-15,M,B,22,23
2015-09-15,M,B,20,21
2015-09-15,M,B,26,27
2015-09-15,M,B,39,40
2015-09-15,M,B,21,22
2015-09-15,M,B,19,19
2015-09-15,M,B,21,22
2015-09-15,M,B,23,23
2015-09-15,M,B,26,27
2015-09-15,M,B,19,19
2015-09-15,M,B,22,23
2015-09-15,M,B,61,62
2015-09-15,M,W,30,31
2015-09-15,M,B,25,25
2015-09-15,M,B,26,26
2015-09-15,M,B,25,26
2015-09-15,M,B,35,35
2015-09-15,M,W,26,26
2015-09-15,M,B,26,26
2015-09-15,M,B,19,19
2015-09-15,M,W,47,48
2015-09-15,M,B,26,27
2015-09-15,M,B,22,22
2015-09-15,M,B,24,24
2015-09-15,M,B,23,23
2015-09-15,M,B,33,33
2015-09-15,M,B,22,22
2015-09-15,M,B,25,26
2015-09-15,M,B,22,23
2015-09-15,M,B,30,30
2015-09-15,M,W,49,49
2015-09-15,M,B,22,23
2015-09-15,M,B,25,25
2015-09-15,M,B,28,28
2015-09-15,M,B,51,52
2015-09-15,M,B,19,19
2015-09-15,M,B,25,25
2015-09-15,M,B,19,21
2015-09-15,M,B,21,23
2015-09-15,M,B,18,20
2015-09-15,M,W,22,23
2015-09-15,M,B,32,33
2015-09-15,M,B,24,25
2015-09-15,M,B,30,31
2015-09-15,M,W,30,30
2015-09-15,M,B,28,28
2015-09-15,M,B,20,20
2015-09-15,M,B,22,23
2015-09-15,M,W,31,32
2015-09-15,M,B,18,19
2015-09-15,M,B,22,22
2015-09-15,M,B,37,38
2015-09-15,M,B,25,26
2015-09-15,M,W,28,28
2015-09-15,M,B,27,28
2015-09-15,M,B,30,30
2015-09-15,M,B,23,24
2015-09-15,M,W,23,23
2015-09-15,M,W,23,23
2015-09-15,M,W,67,68
2015-09-15,M,W,30,30
2015-09-15,M,W,36,36
2015-09-15,M,W,35,35
2015-09-15,M,B,46,46
2015-09-15,M,B,36,37
2015-09-15,M,B,32,33
2015-09-15,M,W,33,33
2015-09-15,M,B,22,22
2015-09-15,M,B,21,21
2015-09-15,M,B,21,21
2015-09-15,M,B,21,22
2015-09-15,M,W,32,32
2015-09-15,M,B,25,25
2015-09-15,M,W,33,33
2015-09-15,M,B,38,38
2015-09-15,M,B,18,18
2015-09-15,M,B,31,31
2015-09-15,M,B,49,49
2015-09-15,M,W,23,23
2015-09-15,M,B,34,34
2015-09-15,M,W,34,34
2015-09-15,M,B,27,27
2015-09-15,M,B,29,29
2015-09-15,M,B,22,22
2015-09-15,M,W,32,32
2015-09-15,M,W,34,34
2015-09-15,M,W,28,28
2015-09-15,M,W,61,61
2015-09-15,M,B,47,47
2015-09-15,F,W,18,18
2015-09-15,M,B,50,50
2015-09-15,F,W,23,23
2015-09-15,M,B,37,37
2015-09-15,M,B,17,17
2015-09-15,F,B,36,36
2015-09-15,M,B,46,46
2015-09-15,M,A,23,23
2015-09-15,M,H,64,64
2015-09-15,M,B,23,23
2015-09-16,M,W,28,29
2015-09-16,M,B,22,22
2015-09-16,M,B,33,34
2015-09-16,M,B,22,24
2015-09-16,M,B,27,28
2015-09-16,M,B,19,21
2015-09-16,M,B,20,21
2015-09-16,M,B,21,22
2015-09-16,M,B,58,59
2015-09-16,M,B,41,42
2015-09-16,M,B,27,27
2015-09-16,M,B,32,33
2015-09-16,M,B,20,21
2015-09-16,M,W,47,48
2015-09-16,M,B,42,43
2015-09-16,M,W,33,33
2015-09-16,M,B,34,34
2015-09-16,M,B,33,34
2015-09-16,M,W,31,31
2015-09-16,M,B,27,28
2015-09-16,M,B,28,29
2015-09-16,M,W,33,34
2015-09-16,M,B,44,44
2015-09-16,M,W,42,42
2015-09-16,M,B,50,51
2015-09-16,M,W,28,28
2015-09-16,M,B,50,51
2015-09-16,M,B,42,43
2015-09-16,M,W,30,30
2015-09-16,M,W,27,27
2015-09-16,M,B,21,22
2015-09-16,M,B,37,38
2015-09-16,M,W,44,44
2015-09-16,M,B,30,30
2015-09-16,M,B,51,51
2015-09-16,M,W,41,42
2015-09-16,M,W,20,21
2015-09-16,M,B,26,27
2015-09-16,M,B,26,27
2015-09-16,M,B,21,22
2015-09-16,M,W,36,37
2015-09-16,M,W,25,26
2015-09-16,M,W,36,37
2015-09-16,M,B,43,44
2015-09-16,M,W,30,31
2015-09-16,M,B,38,38
2015-09-16,M,B,25,25
2015-09-16,M,W,48,49
2015-09-16,M,B,28,29
2015-09-16,M,B,23,23
2015-09-16,M,B,28,28
2015-09-16,M,W,36,36
2015-09-16,M,B,21,22
2015-09-16,M,B,28,28
2015-09-16,M,B,29,29
2015-09-16,M,B,35,35
2015-09-16,M,W,36,36
2015-09-16,M,B,23,23
2015-09-16,M,B,20,20
2015-09-16,M,W,29,29
2015-09-16,M,B,36,36
2015-09-16,M,B,20,20
2015-09-16,M,B,52,53
2015-09-16,M,B,24,24
2015-09-16,M,B,25,25
2015-09-16,M,B,36,36
2015-09-16,M,W,48,49
2015-09-16,M,W,30,30
2015-09-16,M,W,33,33
2015-09-16,M,W,36,37
2015-09-16,M,B,23,23
2015-09-16,M,B,32,33
2015-09-16,M,B,22,22
2015-09-16,M,W,39,39
2015-09-16,M,W,30,30
2015-09-16,M,B,61,61
2015-09-16,M,B,34,34
2015-09-16,M,W,32,32
2015-09-16,M,W,28,28
2015-09-16,M,B,20,20
2015-09-16,M,W,31,31
2015-09-16,M,B,29,29
2015-09-16,M,B,56,56
2015-09-16,M,W,28,29
2015-09-16,M,W,42,43
2015-09-16,M,B,35,35
2015-09-16,M,W,27,27
2015-09-16,M,B,26,26
2015-09-16,M,W,24,24
2015-09-16,M,W,55,56
2015-09-16,M,W,36,36
2015-09-16,M,B,44,44
2015-09-16,M,W,47,47
2015-09-16,M,B,40,40
2015-09-16,M,W,30,30
2015-09-16,M,W,22,22
2015-09-16,M,B,27,27
2015-09-16,M,W,26,26
2015-09-16,M,B,24,24
2015-09-16,M,B,24,24
2015-09-16,M,W,34,34
2015-09-16,M,B,29,30
2015-09-16,M,B,24,25
2015-09-16,M,B,20,22
2015-09-16,M,B,33,33
2015-09-16,M,B,48,49
2015-09-16,M,B,22,23
2015-09-16,M,B,22,23
2015-09-16,M,B,35,36
2015-09-16,M,B,21,22
2015-09-16,M,B,29,30
2015-09-16,M,B,29,30
2015-09-16,M,B,19,20
2015-09-16,M,B,55,56
2015-09-16,M,W,60,61
2015-09-16,M,B,34,35
2015-09-16,M,B,28,29
2015-09-16,M,W,35,36
2015-09-16,M,W,22,23
2015-09-16,M,B,18,19
2015-09-16,M,B,36,37
2015-09-16,M,W,34,35
2015-09-16,M,B,44,45
2015-09-16,M,W,22,22
2015-09-16,M,B,19,20
2015-09-16,M,B,22,23
2015-09-16,M,B,26,27
2015-09-16,M,A,22,23
2015-09-16,M,W,37,38
2015-09-16,M,W,19,20
2015-09-16,M,B,18,19
2015-09-16,M,W,32,32
2015-09-16,M,B,27,28
2015-09-16,M,A,20,20
2015-09-16,M,B,29,30
2015-09-16,M,W,31,32
2015-09-16,M,B,20,21
2015-09-16,M,W,38,39
2015-09-16,M,B,18,19
2015-09-16,M,W,24,25
2015-09-16,M,W,23,23
2015-09-16,M,B,19,20
2015-09-16,M,W,44,45
2015-09-16,M,W,28,28
2015-09-16,M,W,31,32
2015-09-16,M,B,24,24
2015-09-16,M,B,35,36
2015-09-16,M,B,24,24
2015-09-16,M,B,23,23
2015-09-16,M,B,24,25
2015-09-16,M,B,20,21
2015-09-16,M,B,24,25
2015-09-16,M,W,27,27
2015-09-16,M,W,31,31
2015-09-16,M,B,41,41
2015-09-16,M,B,24,24
2015-09-16,M,B,22,22
2015-09-16,M,W,45,45
2015-09-16,M,W,62,63
2015-09-16,M,B,46,47
2015-09-16,M,W,31,32
2015-09-16,M,B,51,51
2015-09-16,M,W,23,23
2015-09-16,M,W,29,29
2015-09-16,M,W,35,35
2015-09-16,M,W,46,46
2015-09-16,M,B,21,21
2015-09-16,M,W,28,28
2015-09-16,M,W,39,39
2015-09-16,M,B,19,20
2015-09-16,M,B,45,45
2015-09-16,M,B,21,22
2015-09-16,M,B,28,28
2015-09-16,M,B,28,30
2015-09-16,M,B,27,29
2015-09-16,M,B,25,25
2015-09-16,M,B,22,24
2015-09-16,M,W,24,25
2015-09-16,M,W,34,35
2015-09-16,M,W,53,54
2015-09-16,M,B,55,56
2015-09-16,M,W,48,49
2015-09-16,M,W,34,35
2015-09-16,M,B,47,48
2015-09-16,M,B,51,52
2015-09-16,M,B,19,20
2015-09-16,M,W,29,30
2015-09-16,M,B,25,26
2015-09-16,M,B,18,19
2015-09-16,M,W,54,54
2015-09-16,M,B,46,47
2015-09-16,M,W,23,23
2015-09-16,M,W,37,38
2015-09-16,M,W,45,46
2015-09-16,M,W,30,30
2015-09-16,M,W,27,27
2015-09-16,M,B,32,33
2015-09-16,M,B,47,48
2015-09-16,M,W,44,45
2015-09-16,M,W,44,45
2015-09-16,M,B,47,48
2015-09-16,M,W,24,25
2015-09-16,M,B,54,55
2015-09-16,M,W,54,54
2015-09-16,M,W,40,41
2015-09-16,M,W,43,44
2015-09-16,M,B,22,22
2015-09-16,M,B,24,25
2015-09-16,M,B,45,45
2015-09-16,M,W,49,50
2015-09-16,M,B,24,25
2015-09-16,M,W,44,45
2015-09-16,M,B,30,30
2015-09-16,M,W,34,34
2015-09-16,M,B,23,24
2015-09-16,M,W,36,37
2015-09-16,M,B,43,43
2015-09-16,M,B,26,26
2015-09-16,M,B,27,27
2015-09-16,M,B,35,35
2015-09-16,M,W,43,44
2015-09-16,M,B,26,26
2015-09-16,M,W,30,30
2015-09-16,M,W,25,25
2015-09-16,M,W,25,25
2015-09-16,M,B,30,31
2015-09-16,M,W,53,54
2015-09-16,M,W,42,43
2015-09-16,M,W,31,31
2015-09-16,M,B,44,44
2015-09-16,M,B,44,44
2015-09-16,M,W,47,47
2015-09-16,M,B,27,28
2015-09-16,M,B,34,34
2015-09-16,M,W,36,36
2015-09-16,M,W,34,34
2015-09-16,M,W,34,34
2015-09-16,M,W,41,41
2015-09-16,M,B,25,25
2015-09-16,M,B,26,26
2015-09-16,M,W,23,23
2015-09-16,M,W,65,65
2015-09-16,M,W,22,22
2015-09-16,M,W,48,48
2015-09-16,M,H,43,43
2015-09-16,M,W,46,46
2015-09-16,M,B,54,54
2015-09-16,M,W,43,44
2015-09-16,M,W,48,48
2015-09-16,M,B,53,53
2015-09-16,M,B,54,54
2015-09-16,M,W,50,50
2015-09-16,M,W,38,39
2015-09-16,M,B,24,24
2015-09-16,M,W,22,22
2015-09-16,M,B,25,25
2015-09-16,M,B,46,46
2015-09-16,M,B,61,61
2015-09-16,M,B,50,50
2015-09-16,M,B,51,51
2015-09-16,M,B,53,53
2015-09-16,M,W,53,53
2015-09-16,M,W,55,55
2015-09-16,M,B,36,36
2015-09-16,M,W,47,47
2015-09-16,M,B,47,47
2015-09-16,M,B,46,46
2015-09-16,M,W,47,47
2015-09-16,M,B,38,38
2015-09-16,M,W,54,54
2015-09-16,M,W,39,39
2015-09-16,M,W,28,28
2015-09-16,M,B,41,42
2015-09-16,M,B,37,38
2015-09-16,M,B,53,54
2015-09-16,M,W,27,28
2015-09-16,M,W,61,62
2015-09-16,M,B,37,38
2015-09-16,M,B,26,27
2015-09-16,M,B,20,21
2015-09-16,M,B,24,25
2015-09-16,M,B,20,21
2015-09-16,M,W,28,29
2015-09-16,M,W,25,26
2015-09-16,M,W,30,31
2015-09-16,M,B,29,29
2015-09-16,M,B,32,32
2015-09-16,M,W,25,26
2015-09-16,M,W,50,50
2015-09-16,M,B,56,57
2015-09-16,M,W,32,32
2015-09-16,M,W,47,48
2015-09-16,M,W,22,23
2015-09-16,M,B,25,26
2015-09-16,M,B,23,23
2015-09-16,M,B,37,37
2015-09-16,M,W,41,41
2015-09-16,M,B,30,30
2015-09-16,M,B,23,24
2015-09-16,M,W,54,54
2015-09-16,M,B,53,53
2015-09-16,M,W,37,38
2015-09-16,M,W,39,39
2015-09-16,M,W,39,39
2015-09-16,M,B,57,57
2015-09-16,M,B,20,20
2015-09-16,M,W,45,46
2015-09-16,M,W,39,39
2015-09-16,M,W,32,32
2015-09-16,M,W,27,27
2015-09-16,M,B,37,37
2015-09-16,M,B,63,63
2015-09-16,M,W,26,26
2015-09-16,M,B,46,46
2015-09-16,M,B,27,27
2015-09-16,M,W,33,33
2015-09-16,M,W,46,47
2015-09-16,M,B,26,26
2015-09-16,M,B,55,55
2015-09-16,M,B,55,56
2015-09-16,M,H,44,44
2015-09-16,M,B,34,34
2015-09-16,M,W,27,27
2015-09-16,M,B,55,55
2015-09-16,M,W,39,39
2015-09-16,M,B,44,44
2015-09-16,M,B,27,27
2015-09-16,M,B,54,54
2015-09-16,M,W,55,55
2015-09-16,M,W,49,49
2015-09-16,M,B,20,20
2015-09-16,M,B,47,47
2015-09-16,M,W,29,29
2015-09-16,M,B,19,19
2015-09-16,M,B,44,45
2015-09-16,M,W,25,25
2015-09-16,M,B,48,48
2015-09-16,M,B,50,50
2015-09-16,M,B,21,21
2015-09-16,M,B,36,36
2015-09-16,M,W,35,35
2015-09-16,M,B,19,19
2015-09-16,M,B,37,37
2015-09-16,M,W,51,51
2015-09-16,M,B,43,43
2015-09-16,M,B,35,35
2015-09-16,M,W,28,28
2015-09-16,M,W,36,36
2015-09-16,M,B,24,24
2015-09-16,M,W,37,37
2015-09-16,M,W,35,35
2015-09-16,M,W,32,32
2015-09-16,M,W,37,37
2015-09-16,M,B,58,58
2015-09-16,M,W,50,50
2015-09-16,M,W,29,29
2015-09-16,M,B,40,40
2015-09-16,M,B,35,35
2015-09-16,M,B,47,47
2015-09-16,M,W,24,24
2015-09-16,M,B,32,32
2015-09-16,M,B,50,50
2015-09-16,M,B,20,20
2015-09-16,M,W,21,21
2015-09-16,M,B,35,35
2015-09-16,M,W,36,36
2015-09-16,M,W,49,49
2015-09-16,M,B,51,51
2015-09-16,M,B,39,39
2015-09-16,M,B,43,43
2015-09-16,M,B,38,38
2015-09-16,M,B,47,58
2015-09-16,M,W,35,35
2015-09-16,M,W,28,28
2015-09-16,M,B,49,49
2015-09-16,M,B,21,21
2015-09-16,M,B,35,36
2015-09-16,M,W,35,36
2015-09-16,M,B,25,26
2015-09-16,M,W,39,40
2015-09-16,M,B,55,56
2015-09-16,M,B,21,22
2015-09-16,M,B,21,21
2015-09-16,M,W,29,30
2015-09-16,M,B,28,28
2015-09-16,M,W,29,30
2015-09-16,M,B,58,59
2015-09-16,M,B,56,57
2015-09-16,M,B,41,42
2015-09-16,M,B,49,49
2015-09-16,M,W,31,31
2015-09-16,M,B,22,22
2015-09-16,M,B,33,33
2015-09-16,M,W,29,29
2015-09-16,M,B,27,28
2015-09-16,M,W,19,20
2015-09-16,M,W,27,27
2015-09-16,M,H,28,29
2015-09-16,M,B,48,48
2015-09-16,M,W,29,29
2015-09-16,M,W,32,32
2015-09-16,M,B,45,45
2015-09-16,M,B,45,46
2015-09-16,M,W,26,27
2015-09-16,M,B,42,42
2015-09-16,M,B,51,51
2015-09-16,M,W,27,27
2015-09-16,M,W,48,48
2015-09-16,M,B,22,22
2015-09-16,M,B,61,61
2015-09-16,M,W,43,43
2015-09-16,M,B,18,18
2015-09-16,M,B,34,34
2015-09-16,M,W,34,34
2015-09-16,M,B,28,28
2015-09-16,M,B,48,49
2015-09-16,M,B,25,25
2015-09-16,M,B,46,46
2015-09-16,M,B,67,67
2015-09-16,M,B,67,67
2015-09-16,M,W,33,33
2015-09-16,M,W,34,34
2015-09-16,M,W,45,46
2015-09-16,M,H,38,38
2015-09-16,M,B,27,27
2015-09-16,M,W,54,54
2015-09-16,M,B,23,23
2015-09-16,M,W,25,26
2015-09-16,M,W,38,38
2015-09-16,M,W,30,30
2015-09-16,M,W,21,21
2015-09-16,M,W,45,45
2015-09-16,M,B,23,24
2015-09-16,M,W,29,29
2015-09-16,M,W,29,29
2015-09-16,M,W,49,50
2015-09-16,M,B,46,46
2015-09-16,M,B,28,29
2015-09-16,M,W,50,51
2015-09-16,M,B,40,40
2015-09-16,M,B,20,20
2015-09-16,M,W,19,19
2015-09-16,M,B,27,27
2015-09-16,M,B,18,18
2015-09-16,M,B,28,28
2015-09-16,M,W,47,47
2015-09-16,M,W,32,32
2015-09-16,M,B,18,18
2015-09-16,M,W,25,25
2015-09-16,M,W,23,23
2015-09-16,M,B,26,26
2015-09-16,M,B,57,57
2015-09-16,M,W,42,42
2015-09-16,M,W,40,40
2015-09-16,M,W,25,25
2015-09-16,M,W,23,23
2015-09-16,M,W,67,67
2015-09-16,M,B,44,44
2015-09-16,M,B,44,44
2015-09-16,M,W,39,39
2015-09-16,M,W,21,21
2015-09-16,M,W,33,33
2015-09-16,M,W,22,22
2015-09-16,M,B,36,36
2015-09-16,M,W,38,38
2015-09-16,M,W,47,47
2015-09-16,M,W,40,40
2015-09-16,M,W,37,37
2015-09-16,M,W,36,36
2015-09-16,M,W,36,36
2015-09-16,M,B,27,27
2015-09-16,M,W,28,28
2015-09-16,M,B,22,22
2015-09-16,M,B,53,53
2015-09-16,M,W,53,54
2015-09-16,M,W,34,36
2015-09-16,M,W,21,23
2015-09-16,M,B,21,21
2015-09-16,M,B,47,48
2015-09-16,M,W,27,28
2015-09-16,M,B,23,24
2015-09-16,M,B,25,26
2015-09-16,M,B,53,54
2015-09-16,M,B,22,22
2015-09-16,M,B,33,34
2015-09-16,M,W,29,30
2015-09-16,M,W,48,49
2015-09-16,M,W,31,32
2015-09-16,M,W,23,23
2015-09-16,M,W,24,25
2015-09-16,M,B,21,21
2015-09-16,M,B,36,36
2015-09-16,M,B,17,17
2015-09-16,M,B,30,31
2015-09-16,M,B,26,27
2015-09-16,M,B,31,32
2015-09-16,M,B,26,27
2015-09-16,M,W,32,32
2015-09-16,M,W,36,36
2015-09-16,M,B,21,22
2015-09-16,M,W,49,50
2015-09-16,M,W,31,32
2015-09-16,M,W,37,37
2015-09-16,M,W,46,46
2015-09-16,M,W,48,48
2015-09-16,M,B,60,60
2015-09-16,M,B,28,28
2015-09-16,M,B,21,21
2015-09-16,M,W,33,34
2015-09-16,M,B,25,26
2015-09-16,M,B,50,51
2015-09-16,M,W,33,34
2015-09-16,M,W,21,21
2015-09-16,M,W,42,42
2015-09-16,M,B,26,26
2015-09-16,M,W,47,47
2015-09-16,M,B,57,58
2015-09-16,M,W,41,42
2015-09-16,M,B,21,22
2015-09-16,M,W,25,25
2015-09-16,M,B,27,27
2015-09-16,M,B,24,24
2015-09-16,M,W,47,47
2015-09-16,M,W,25,25
2015-09-16,M,W,35,36
2015-09-16,M,W,40,40
2015-09-16,M,W,30,31
2015-09-16,M,B,22,22
2015-09-16,M,W,19,19
2015-09-16,M,B,45,45
2015-09-16,M,W,25,26
2015-09-16,M,B,20,20
2015-09-16,M,B,42,42
2015-09-16,M,W,35,35
2015-09-16,M,B,24,24
2015-09-16,M,W,24,24
2015-09-16,M,W,48,50
2015-09-16,M,B,55,55
2015-09-16,M,W,29,29
2015-09-16,M,B,21,23
2015-09-16,M,B,33,35
2015-09-16,M,B,23,24
2015-09-16,M,W,35,37
2015-09-16,M,B,22,22
2015-09-16,M,W,49,50
2015-09-16,M,B,33,34
2015-09-16,M,B,18,18
2015-09-16,M,W,23,24
2015-09-16,M,B,59,60
2015-09-16,M,W,51,52
2015-09-16,M,B,37,38
2015-09-16,M,B,26,27
2015-09-16,M,W,35,35
2015-09-16,M,W,57,58
2015-09-16,M,B,21,21
2015-09-16,M,B,40,41
2015-09-16,M,B,21,22
2015-09-16,M,W,36,36
2015-09-16,M,B,24,24
2015-09-16,M,B,33,33
2015-09-16,M,B,21,22
2015-09-16,M,W,44,44
2015-09-16,M,W,57,57
2015-09-16,M,B,45,45
2015-09-16,M,W,45,45
2015-09-16,M,B,46,46
2015-09-16,M,W,22,22
2015-09-16,M,B,36,36
2015-09-16,M,B,34,34
2015-09-16,M,B,26,26
2015-09-16,M,B,30,30
2015-09-16,M,B,21,22
2015-09-16,M,B,22,22
2015-09-16,M,W,30,30
2015-09-16,M,B,30,30
2015-09-16,M,W,39,39
2015-09-16,M,W,34,34
2015-09-16,M,B,20,20
2015-09-16,M,W,28,28
2015-09-16,M,B,61,61
2015-09-16,M,B,39,39
2015-09-16,M,W,27,27
2015-09-16,M,B,73,73
2015-09-16,M,W,18,18
2015-09-16,M,B,49,49
2015-09-16,M,B,21,21
2015-09-16,M,W,55,55
2015-09-16,M,B,18,19
2015-09-16,M,W,47,47
2015-09-16,M,B,41,41
2015-09-16,M,W,19,19
2015-09-16,M,B,30,30
2015-09-16,M,W,55,55
2015-09-16,M,U,43,43
2015-09-16,M,W,33,33
2015-09-16,M,W,27,27
2015-09-16,M,B,39,39
2015-09-16,M,W,39,39
2015-09-16,M,W,46,46
2015-09-16,M,B,22,22
2015-09-16,M,W,47,47
2015-09-16,M,W,39,39
2015-09-16,M,W,27,28
2015-09-16,M,W,32,32
2015-09-16,M,W,39,39
2015-09-16,M,B,35,35
2015-09-16,M,W,31,31
2015-09-16,M,B,22,22
2015-09-16,M,W,40,40
2015-09-16,M,W,26,26
2015-09-16,M,B,40,40
2015-09-16,M,W,45,45
2015-09-16,M,W,35,36
2015-09-16,M,B,22,22
2015-09-16,M,W,18,18
2015-09-16,M,W,25,25
2015-09-16,M,W,42,42
2015-09-16,M,W,34,34
2015-09-16,M,B,28,28
2015-09-16,M,A,27,27
2015-09-16,M,B,51,51
2015-09-16,M,W,54,54
2015-09-16,M,B,50,50
2015-09-16,M,W,35,35
2015-09-16,M,B,29,29
2015-09-16,M,B,46,46
2015-09-16,M,B,47,47
2015-09-16,M,B,57,57
2015-09-16,M,B,25,25
2015-09-16,M,B,23,23
2015-09-16,M,W,35,35
2015-09-16,M,W,23,23
2015-09-16,M,B,46,46
2015-09-16,M,W,20,21
2015-09-16,M,W,28,28
2015-09-16,M,W,27,27
2015-09-16,M,B,25,25
2015-09-16,M,B,33,33
2015-09-16,M,B,25,26
2015-09-16,M,B,23,25
2015-09-16,M,W,51,52
2015-09-16,M,B,49,50
2015-09-16,M,B,19,20
2015-09-16,M,B,29,30
2015-09-16,M,W,60,61
2015-09-16,M,B,47,48
2015-09-16,M,W,51,52
2015-09-16,M,B,41,42
2015-09-16,M,B,25,26
2015-09-16,M,W,24,24
2015-09-16,M,B,37,38
2015-09-16,M,W,34,34
2015-09-16,M,B,43,43
2015-09-16,M,W,28,28
2015-09-16,M,B,20,20
2015-09-16,M,B,62,63
2015-09-16,M,B,20,20
2015-09-16,M,B,30,30
